Date,Start(ET),Visitor,VisitorPts,Home,HomePts,OT,Atten,Notes
"Wed, Dec 2, 2015",8:00p,New Orleans Pelicans,101,Houston Rockets,108,,"17,339",
"Wed, Dec 2, 2015",10:30p,Indiana Pacers,103,Los Angeles Clippers,91,,"19,060",
"Wed, Dec 2, 2015",7:30p,Philadelphia 76ers,87,New York Knicks,99,,"19,812",
"Wed, Dec 2, 2015",8:30p,Milwaukee Bucks,70,San Antonio Spurs,95,,"18,418",
"Wed, Dec 2, 2015",7:00p,Los Angeles Lakers,108,Washington Wizards,104,,"20,356",
"Thu, Dec 3, 2015",9:30p,San Antonio Spurs,103,Memphis Grizzlies,83,,"17,013",
"Thu, Dec 3, 2015",7:00p,Oklahoma City Thunder,95,Miami Heat,97,,"19,600",
"Thu, Dec 3, 2015",10:00p,Indiana Pacers,111,Portland Trail Blazers,123,,"19,206",
"Thu, Dec 3, 2015",10:00p,Boston Celtics,114,Sacramento Kings,97,,"18,660","at Mexico City, Mexico"
"Thu, Dec 3, 2015",7:30p,Denver Nuggets,106,Toronto Raptors,105,,"19,800",
"Thu, Dec 3, 2015",9:00p,Orlando Magic,103,Utah Jazz,94,,"19,247",
"Fri, Dec 4, 2015",8:00p,Los Angeles Lakers,87,Atlanta Hawks,100,,"19,051",
"Fri, Dec 4, 2015",8:30p,Houston Rockets,100,Dallas Mavericks,96,,"20,339",
"Fri, Dec 4, 2015",7:30p,Milwaukee Bucks,95,Detroit Pistons,102,,"16,963",
"Fri, Dec 4, 2015",9:30p,Cleveland Cavaliers,108,New Orleans Pelicans,114,OT,"17,906",
"Fri, Dec 4, 2015",7:00p,Brooklyn Nets,91,New York Knicks,108,,"19,812",
"Fri, Dec 4, 2015",7:00p,Phoenix Suns,106,Washington Wizards,109,,"17,255",
"Sat, Dec 5, 2015",8:00p,Charlotte Hornets,102,Chicago Bulls,96,,"21,770",
"Sat, Dec 5, 2015",8:00p,Sacramento Kings,113,Houston Rockets,120,,"17,318",
"Sat, Dec 5, 2015",10:30p,Orlando Magic,101,Los Angeles Clippers,103,,"19,146",
"Sat, Dec 5, 2015",8:00p,Cleveland Cavaliers,84,Miami Heat,99,,"19,600",
"Sat, Dec 5, 2015",8:30p,New York Knicks,91,Milwaukee Bucks,106,,"16,223",
"Sat, Dec 5, 2015",8:00p,Portland Trail Blazers,109,Minnesota Timberwolves,103,,"16,203",
"Sat, Dec 5, 2015",1:00p,Denver Nuggets,108,Philadelphia 76ers,105,,"15,677",
"Sat, Dec 5, 2015",8:30p,Boston Celtics,105,San Antonio Spurs,108,,"18,418",
"Sat, Dec 5, 2015",5:00p,Golden State Warriors,112,Toronto Raptors,109,,"20,160",
"Sat, Dec 5, 2015",9:00p,Indiana Pacers,119,Utah Jazz,122,OT,"19,500",
"Sun, Dec 6, 2015",6:00p,Golden State Warriors,114,Brooklyn Nets,98,,"17,732",
"Sun, Dec 6, 2015",6:00p,Los Angeles Lakers,91,Detroit Pistons,111,,"20,228",
"Sun, Dec 6, 2015",3:30p,Phoenix Suns,93,Memphis Grizzlies,95,,"16,022",
"Sun, Dec 6, 2015",7:00p,Sacramento Kings,95,Oklahoma City Thunder,98,,"18,203",
"Sun, Dec 6, 2015",6:00p,Dallas Mavericks,116,Washington Wizards,104,,"16,394",
"Mon, Dec 7, 2015",8:00p,Phoenix Suns,103,Chicago Bulls,101,,"21,337",
"Mon, Dec 7, 2015",7:00p,Detroit Pistons,84,Charlotte Hornets,104,,"15,481",
"Mon, Dec 7, 2015",7:30p,Washington Wizards,114,Miami Heat,103,,"19,600",
"Mon, Dec 7, 2015",8:00p,Portland Trail Blazers,88,Milwaukee Bucks,90,,"14,389",
"Mon, Dec 7, 2015",8:00p,Los Angeles Clippers,110,Minnesota Timberwolves,106,,"11,467",
"Mon, Dec 7, 2015",8:00p,Boston Celtics,111,New Orleans Pelicans,93,,"15,715",
"Mon, Dec 7, 2015",7:30p,Dallas Mavericks,104,New York Knicks,97,,"19,812",
"Mon, Dec 7, 2015",7:00p,San Antonio Spurs,119,Philadelphia 76ers,68,,"14,449",
"Mon, Dec 7, 2015",7:30p,Los Angeles Lakers,93,Toronto Raptors,102,,"20,163",
"Tue, Dec 8, 2015",7:30p,Houston Rockets,105,Brooklyn Nets,110,,"13,319",
"Tue, Dec 8, 2015",7:00p,Portland Trail Blazers,100,Cleveland Cavaliers,105,,"20,562",
"Tue, Dec 8, 2015",9:00p,Orlando Magic,85,Denver Nuggets,74,,"13,925",
"Tue, Dec 8, 2015",7:00p,Golden State Warriors,131,Indiana Pacers,123,,"18,165",
"Tue, Dec 8, 2015",8:00p,Oklahoma City Thunder,125,Memphis Grizzlies,88,,"16,415",
"Tue, Dec 8, 2015",10:00p,Utah Jazz,106,Sacramento Kings,114,,"16,505",
"Wed, Dec 9, 2015",7:00p,Chicago Bulls,100,Boston Celtics,105,,"17,318",
"Wed, Dec 9, 2015",7:00p,Miami Heat,81,Charlotte Hornets,99,,"17,404",
"Wed, Dec 9, 2015",9:30p,Atlanta Hawks,98,Dallas Mavericks,95,,"19,936",
"Wed, Dec 9, 2015",7:30p,Memphis Grizzlies,93,Detroit Pistons,92,,"13,411",
"Wed, Dec 9, 2015",8:00p,Los Angeles Clippers,109,Milwaukee Bucks,95,,"14,224",
"Wed, Dec 9, 2015",8:00p,Los Angeles Lakers,122,Minnesota Timberwolves,123,OT,"18,076",
"Wed, Dec 9, 2015",9:00p,Orlando Magic,104,Phoenix Suns,107,,"17,637",
"Wed, Dec 9, 2015",7:30p,San Antonio Spurs,94,Toronto Raptors,97,,"19,800",
"Wed, Dec 9, 2015",9:00p,New York Knicks,85,Utah Jazz,106,,"18,586",
"Wed, Dec 9, 2015",7:00p,Houston Rockets,109,Washington Wizards,103,,"16,041",
"Thu, Dec 10, 2015",7:30p,Philadelphia 76ers,91,Brooklyn Nets,100,,"13,266",
"Thu, Dec 10, 2015",8:00p,Los Angeles Clippers,80,Chicago Bulls,83,,"21,491",
"Thu, Dec 10, 2015",8:00p,Atlanta Hawks,94,Oklahoma City Thunder,107,,"18,203",
"Thu, Dec 10, 2015",10:30p,New York Knicks,97,Sacramento Kings,99,,"17,317",
"Fri, Dec 11, 2015",7:30p,Golden State Warriors,124,Boston Celtics,119,2OT,"18,624",
"Fri, Dec 11, 2015",9:00p,Minnesota Timberwolves,108,Denver Nuggets,111,OT,"12,533",
"Fri, Dec 11, 2015",7:00p,Miami Heat,83,Indiana Pacers,96,,"16,184",
"Fri, Dec 11, 2015",8:00p,Charlotte Hornets,123,Memphis Grizzlies,99,,"17,111",
"Fri, Dec 11, 2015",8:00p,Washington Wizards,105,New Orleans Pelicans,107,,"16,875",
"Fri, Dec 11, 2015",7:00p,Cleveland Cavaliers,111,Orlando Magic,76,,"17,239",
"Fri, Dec 11, 2015",7:00p,Detroit Pistons,107,Philadelphia 76ers,95,,"17,239",
"Fri, Dec 11, 2015",9:30p,Portland Trail Blazers,106,Phoenix Suns,96,,"17,028",
"Fri, Dec 11, 2015",9:30p,Los Angeles Lakers,87,San Antonio Spurs,109,,"18,418",
"Fri, Dec 11, 2015",7:30p,Milwaukee Bucks,83,Toronto Raptors,90,,"19,800",
"Fri, Dec 11, 2015",9:00p,Oklahoma City Thunder,94,Utah Jazz,90,,"19,911",
"Sat, Dec 12, 2015",8:00p,San Antonio Spurs,103,Atlanta Hawks,78,,"17,752",
"Sat, Dec 12, 2015",5:00p,Los Angeles Clippers,105,Brooklyn Nets,100,,"15,689",
"Sat, Dec 12, 2015",8:00p,New Orleans Pelicans,94,Chicago Bulls,98,,"21,605",
"Sat, Dec 12, 2015",7:00p,Boston Celtics,98,Charlotte Hornets,93,,"18,490",
"Sat, Dec 12, 2015",8:30p,Washington Wizards,114,Dallas Mavericks,111,,"20,088",
"Sat, Dec 12, 2015",7:30p,Indiana Pacers,96,Detroit Pistons,118,,"14,858",
"Sat, Dec 12, 2015",8:00p,Los Angeles Lakers,97,Houston Rockets,126,,"18,456",
"Sat, Dec 12, 2015",8:30p,Golden State Warriors,95,Milwaukee Bucks,108,,"18,717",
"Sat, Dec 12, 2015",10:00p,New York Knicks,112,Portland Trail Blazers,110,,"19,511",
"Sun, Dec 13, 2015",6:00p,Memphis Grizzlies,97,Miami Heat,100,,"19,813",
"Sun, Dec 13, 2015",7:00p,Utah Jazz,98,Oklahoma City Thunder,104,OT,"18,203",
"Sun, Dec 13, 2015",3:30p,Minnesota Timberwolves,101,Phoenix Suns,108,,"16,919",
"Sun, Dec 13, 2015",6:00p,Philadelphia 76ers,76,Toronto Raptors,96,,"19,800",
"Mon, Dec 14, 2015",8:00p,Miami Heat,100,Atlanta Hawks,88,,"15,039",
"Mon, Dec 14, 2015",7:30p,Orlando Magic,105,Brooklyn Nets,82,,"12,946",
"Mon, Dec 14, 2015",8:00p,Philadelphia 76ers,96,Chicago Bulls,115,,"21,166",
"Mon, Dec 14, 2015",8:30p,Phoenix Suns,94,Dallas Mavericks,104,,"19,822",
"Mon, Dec 14, 2015",9:00p,Houston Rockets,108,Denver Nuggets,114,,"12,022",
"Mon, Dec 14, 2015",7:30p,Los Angeles Clippers,105,Detroit Pistons,103,OT,"13,525",
"Mon, Dec 14, 2015",7:00p,Toronto Raptors,90,Indiana Pacers,106,,"16,598",
"Mon, Dec 14, 2015",8:00p,Washington Wizards,95,Memphis Grizzlies,112,,"15,397",
"Mon, Dec 14, 2015",10:00p,New Orleans Pelicans,101,Portland Trail Blazers,105,,"19,231",
"Mon, Dec 14, 2015",8:30p,Utah Jazz,81,San Antonio Spurs,118,,"18,418",
"Tue, Dec 15, 2015",7:30p,Cleveland Cavaliers,89,Boston Celtics,77,,"18,624",
"Tue, Dec 15, 2015",10:30p,Milwaukee Bucks,95,Los Angeles Lakers,113,,"18,997",
"Tue, Dec 15, 2015",8:00p,Denver Nuggets,112,Minnesota Timberwolves,100,,"11,323",
"Tue, Dec 15, 2015",10:00p,Houston Rockets,97,Sacramento Kings,107,,"17,317",
"Wed, Dec 16, 2015",8:00p,Philadelphia 76ers,106,Atlanta Hawks,127,,"14,827",
"Wed, Dec 16, 2015",7:30p,Miami Heat,104,Brooklyn Nets,98,,"15,113",
"Wed, Dec 16, 2015",8:00p,Memphis Grizzlies,85,Chicago Bulls,98,,"21,032",
"Wed, Dec 16, 2015",7:30p,Boston Celtics,116,Detroit Pistons,119,,"13,120",
"Wed, Dec 16, 2015",10:30p,Phoenix Suns,103,Golden State Warriors,128,,"19,596",
"Wed, Dec 16, 2015",7:00p,Dallas Mavericks,81,Indiana Pacers,107,,"14,824",
"Wed, Dec 16, 2015",10:30p,Milwaukee Bucks,90,Los Angeles Clippers,103,,"19,060",
"Wed, Dec 16, 2015",7:30p,Minnesota Timberwolves,102,New York Knicks,107,,"19,812",
"Wed, Dec 16, 2015",8:00p,Portland Trail Blazers,90,Oklahoma City Thunder,106,,"18,203",
"Wed, Dec 16, 2015",7:00p,Charlotte Hornets,98,Orlando Magic,113,,"16,019",
"Wed, Dec 16, 2015",8:30p,Washington Wizards,95,San Antonio Spurs,114,,"18,418",
"Wed, Dec 16, 2015",9:00p,New Orleans Pelicans,104,Utah Jazz,94,,"17,899",
"Thu, Dec 17, 2015",7:00p,Toronto Raptors,99,Charlotte Hornets,109,OT,"15,817",
"Thu, Dec 17, 2015",8:00p,Oklahoma City Thunder,100,Cleveland Cavaliers,104,,"20,562",
"Thu, Dec 17, 2015",10:30p,Houston Rockets,107,Los Angeles Lakers,87,,"18,997",
"Fri, Dec 18, 2015",7:30p,Atlanta Hawks,109,Boston Celtics,101,,"18,624",
"Fri, Dec 18, 2015",8:00p,Detroit Pistons,147,Chicago Bulls,144,4OT,"21,534",
"Fri, Dec 18, 2015",8:30p,Memphis Grizzlies,88,Dallas Mavericks,97,,"20,199",
"Fri, Dec 18, 2015",10:30p,Milwaukee Bucks,112,Golden State Warriors,121,,"19,596",
"Fri, Dec 18, 2015",7:00p,Brooklyn Nets,97,Indiana Pacers,104,,"16,548",
"Fri, Dec 18, 2015",8:00p,Toronto Raptors,108,Miami Heat,94,,"19,600",
"Fri, Dec 18, 2015",8:00p,Sacramento Kings,95,Minnesota Timberwolves,99,,"12,770",
"Fri, Dec 18, 2015",7:00p,Portland Trail Blazers,94,Orlando Magic,102,,"17,156",
"Fri, Dec 18, 2015",7:00p,New York Knicks,107,Philadelphia 76ers,97,,"17,880",
"Fri, Dec 18, 2015",10:30p,New Orleans Pelicans,88,Phoenix Suns,104,,"17,227",
"Fri, Dec 18, 2015",8:00p,Los Angeles Clippers,107,San Antonio Spurs,115,,"18,418",
"Fri, Dec 18, 2015",9:00p,Denver Nuggets,88,Utah Jazz,97,,"19,169",
"Sat, Dec 19, 2015",8:00p,Los Angeles Clippers,97,Houston Rockets,107,,"18,212",
"Sat, Dec 19, 2015",8:00p,Indiana Pacers,84,Memphis Grizzlies,96,,"18,119",
"Sat, Dec 19, 2015",7:30p,Chicago Bulls,91,New York Knicks,107,,"19,812",
"Sat, Dec 19, 2015",5:00p,Los Angeles Lakers,78,Oklahoma City Thunder,118,,"18,203",
"Sat, Dec 19, 2015",7:00p,Charlotte Hornets,101,Washington Wizards,109,,"16,987",
"Sun, Dec 20, 2015",1:00p,Minnesota Timberwolves,100,Brooklyn Nets,85,,"14,552",
"Sun, Dec 20, 2015",3:30p,Philadelphia 76ers,86,Cleveland Cavaliers,108,,"20,562",
"Sun, Dec 20, 2015",8:00p,New Orleans Pelicans,130,Denver Nuggets,125,,"13,857",
"Sun, Dec 20, 2015",1:00p,Portland Trail Blazers,109,Miami Heat,116,,"19,600",
"Sun, Dec 20, 2015",6:00p,Atlanta Hawks,103,Orlando Magic,100,,"16,982",
"Sun, Dec 20, 2015",5:00p,Milwaukee Bucks,101,Phoenix Suns,95,,"16,859",
"Sun, Dec 20, 2015",6:00p,Sacramento Kings,104,Toronto Raptors,94,,"19,800",
"Mon, Dec 21, 2015",8:00p,Portland Trail Blazers,97,Atlanta Hawks,106,,"18,373",
"Mon, Dec 21, 2015",7:30p,Minnesota Timberwolves,99,Boston Celtics,113,,"18,624",
"Mon, Dec 21, 2015",8:00p,Brooklyn Nets,105,Chicago Bulls,102,,"21,825",
"Mon, Dec 21, 2015",8:00p,Charlotte Hornets,95,Houston Rockets,102,,"18,236",
"Mon, Dec 21, 2015",10:30p,Oklahoma City Thunder,100,Los Angeles Clippers,99,,"19,415",
"Mon, Dec 21, 2015",7:30p,Orlando Magic,107,New York Knicks,99,,"19,812",
"Mon, Dec 21, 2015",8:30p,Indiana Pacers,92,San Antonio Spurs,106,,"18,418",
"Mon, Dec 21, 2015",9:00p,Phoenix Suns,89,Utah Jazz,110,,"19,911",
"Mon, Dec 21, 2015",7:00p,Sacramento Kings,99,Washington Wizards,113,,"15,124",
"Tue, Dec 22, 2015",9:00p,Los Angeles Lakers,111,Denver Nuggets,107,,"19,124",
"Tue, Dec 22, 2015",7:30p,Detroit Pistons,93,Miami Heat,92,,"19,901",
"Tue, Dec 22, 2015",7:00p,Memphis Grizzlies,104,Philadelphia 76ers,90,,"15,552",
"Tue, Dec 22, 2015",7:30p,Dallas Mavericks,99,Toronto Raptors,103,,"19,800",
"Wed, Dec 23, 2015",8:00p,Detroit Pistons,100,Atlanta Hawks,107,,"17,575",
"Wed, Dec 23, 2015",7:30p,Dallas Mavericks,119,Brooklyn Nets,118,OT,"15,994",
"Wed, Dec 23, 2015",7:00p,Boston Celtics,102,Charlotte Hornets,89,,"19,082",
"Wed, Dec 23, 2015",7:00p,New York Knicks,84,Cleveland Cavaliers,91,,"20,562",
"Wed, Dec 23, 2015",10:30p,Utah Jazz,85,Golden State Warriors,103,,"19,596",
"Wed, Dec 23, 2015",7:00p,Sacramento Kings,108,Indiana Pacers,106,,"18,165",
"Wed, Dec 23, 2015",10:30p,Oklahoma City Thunder,120,Los Angeles Lakers,85,,"18,997",
"Wed, Dec 23, 2015",8:00p,Philadelphia 76ers,100,Milwaukee Bucks,113,,"15,754",
"Wed, Dec 23, 2015",8:00p,San Antonio Spurs,108,Minnesota Timberwolves,83,,"16,788",
"Wed, Dec 23, 2015",8:00p,Portland Trail Blazers,89,New Orleans Pelicans,115,,"16,686",
"Wed, Dec 23, 2015",7:00p,Houston Rockets,101,Orlando Magic,104,,"17,061",
"Wed, Dec 23, 2015",9:00p,Denver Nuggets,104,Phoenix Suns,96,,"17,034",
"Wed, Dec 23, 2015",7:00p,Memphis Grizzlies,91,Washington Wizards,100,,"15,879",
"Fri, Dec 25, 2015",5:00p,Cleveland Cavaliers,83,Golden State Warriors,89,,"19,596",
"Fri, Dec 25, 2015",8:00p,San Antonio Spurs,84,Houston Rockets,88,,"18,319",
"Fri, Dec 25, 2015",10:30p,Los Angeles Clippers,94,Los Angeles Lakers,84,,"18,997",
"Fri, Dec 25, 2015",12:00p,New Orleans Pelicans,88,Miami Heat,94,OT,"19,845",
"Fri, Dec 25, 2015",2:30p,Chicago Bulls,105,Oklahoma City Thunder,96,,"18,203",
"Sat, Dec 26, 2015",7:30p,New York Knicks,98,Atlanta Hawks,117,,"19,015",
"Sat, Dec 26, 2015",4:00p,Washington Wizards,111,Brooklyn Nets,96,,"17,732",
"Sat, Dec 26, 2015",7:00p,Memphis Grizzlies,92,Charlotte Hornets,98,,"19,091",
"Sat, Dec 26, 2015",8:30p,Chicago Bulls,111,Dallas Mavericks,118,,"20,392",
"Sat, Dec 26, 2015",7:30p,Boston Celtics,99,Detroit Pistons,93,,"18,288",
"Sat, Dec 26, 2015",5:00p,Toronto Raptors,111,Milwaukee Bucks,90,,"16,329",
"Sat, Dec 26, 2015",8:00p,Indiana Pacers,102,Minnesota Timberwolves,88,,"15,076",
"Sat, Dec 26, 2015",7:00p,Houston Rockets,108,New Orleans Pelicans,110,,"18,248",
"Sat, Dec 26, 2015",7:00p,Miami Heat,108,Orlando Magic,101,,"18,846",
"Sat, Dec 26, 2015",9:00p,Philadelphia 76ers,111,Phoenix Suns,104,,"17,548",
"Sat, Dec 26, 2015",10:00p,Cleveland Cavaliers,76,Portland Trail Blazers,105,,"19,393",
"Sat, Dec 26, 2015",8:30p,Denver Nuggets,86,San Antonio Spurs,101,,"18,420",
"Sat, Dec 26, 2015",9:00p,Los Angeles Clippers,109,Utah Jazz,104,,"19,911",
"Sun, Dec 27, 2015",7:00p,New York Knicks,91,Boston Celtics,100,,"18,624",
"Sun, Dec 27, 2015",6:00p,Los Angeles Lakers,96,Memphis Grizzlies,112,,"18,119",
"Sun, Dec 27, 2015",7:00p,Denver Nuggets,112,Oklahoma City Thunder,122,,"18,203",
"Sun, Dec 27, 2015",9:00p,Portland Trail Blazers,98,Sacramento Kings,94,,"17,317",
"Mon, Dec 28, 2015",8:00p,Toronto Raptors,97,Chicago Bulls,104,,"21,898",
"Mon, Dec 28, 2015",7:00p,Los Angeles Lakers,98,Charlotte Hornets,108,,"19,632",
"Mon, Dec 28, 2015",8:30p,Milwaukee Bucks,93,Dallas Mavericks,103,,"20,300",
"Mon, Dec 28, 2015",10:30p,Sacramento Kings,103,Golden State Warriors,122,,"19,596",
"Mon, Dec 28, 2015",7:00p,Atlanta Hawks,87,Indiana Pacers,93,,"18,165",
"Mon, Dec 28, 2015",7:30p,Brooklyn Nets,111,Miami Heat,105,,"19,975",
"Mon, Dec 28, 2015",7:00p,New Orleans Pelicans,89,Orlando Magic,104,,"17,606",
"Mon, Dec 28, 2015",9:00p,Cleveland Cavaliers,101,Phoenix Suns,97,,"18,319",
"Mon, Dec 28, 2015",8:30p,Minnesota Timberwolves,95,San Antonio Spurs,101,,"18,493",
"Mon, Dec 28, 2015",9:00p,Philadelphia 76ers,91,Utah Jazz,95,,"19,911",
"Mon, Dec 28, 2015",7:00p,Los Angeles Clippers,108,Washington Wizards,91,,"20,356",
"Tue, Dec 29, 2015",9:00p,Cleveland Cavaliers,93,Denver Nuggets,87,,"17,523",
"Tue, Dec 29, 2015",8:00p,Atlanta Hawks,121,Houston Rockets,115,,"18,211",
"Tue, Dec 29, 2015",8:00p,Miami Heat,90,Memphis Grizzlies,99,OT,"18,119",
"Tue, Dec 29, 2015",7:30p,Detroit Pistons,96,New York Knicks,108,,"19,812",
"Tue, Dec 29, 2015",8:00p,Milwaukee Bucks,123,Oklahoma City Thunder,131,,"18,203",
"Wed, Dec 30, 2015",7:30p,Los Angeles Lakers,112,Boston Celtics,104,,"18,624",
"Wed, Dec 30, 2015",8:00p,Indiana Pacers,100,Chicago Bulls,102,OT,"22,206",
"Wed, Dec 30, 2015",7:00p,Los Angeles Clippers,122,Charlotte Hornets,117,,"19,145",
"Wed, Dec 30, 2015",8:30p,Golden State Warriors,91,Dallas Mavericks,114,,"20,494",
"Wed, Dec 30, 2015",8:00p,Utah Jazz,80,Minnesota Timberwolves,94,,"14,326",
"Wed, Dec 30, 2015",7:00p,Brooklyn Nets,93,Orlando Magic,100,,"18,397",
"Wed, Dec 30, 2015",10:00p,Denver Nuggets,103,Portland Trail Blazers,110,,"19,393",
"Wed, Dec 30, 2015",10:00p,Philadelphia 76ers,110,Sacramento Kings,105,,"17,317",
"Wed, Dec 30, 2015",8:30p,Phoenix Suns,79,San Antonio Spurs,112,,"18,418",
"Wed, Dec 30, 2015",7:30p,Washington Wizards,91,Toronto Raptors,94,,"19,800",
"Thu, Dec 31, 2015",6:00p,Minnesota Timberwolves,90,Detroit Pistons,115,,"15,475",
"Thu, Dec 31, 2015",7:00p,Golden State Warriors,114,Houston Rockets,110,,"18,313",
"Thu, Dec 31, 2015",6:00p,Milwaukee Bucks,120,Indiana Pacers,116,,"16,348",
"Thu, Dec 31, 2015",8:00p,Los Angeles Clippers,95,New Orleans Pelicans,89,,"16,920",
"Thu, Dec 31, 2015",8:00p,Phoenix Suns,106,Oklahoma City Thunder,110,,"18,203",
"Thu, Dec 31, 2015",9:00p,Portland Trail Blazers,96,Utah Jazz,109,,"19,380",
"Fri, Jan 1, 2016",8:00p,New York Knicks,81,Chicago Bulls,108,,"22,443",
"Fri, Jan 1, 2016",10:30p,Philadelphia 76ers,84,Los Angeles Lakers,93,,"18,997",
"Fri, Jan 1, 2016",7:30p,Dallas Mavericks,82,Miami Heat,106,,"19,748",
"Fri, Jan 1, 2016",7:30p,Charlotte Hornets,94,Toronto Raptors,104,,"19,800",
"Fri, Jan 1, 2016",7:00p,Orlando Magic,91,Washington Wizards,103,,"16,986",
"Sat, Jan 2, 2016",3:00p,Brooklyn Nets,100,Boston Celtics,97,,"18,624",
"Sat, Jan 2, 2016",7:00p,Oklahoma City Thunder,109,Charlotte Hornets,90,,"19,387",
"Sat, Jan 2, 2016",7:30p,Orlando Magic,79,Cleveland Cavaliers,104,,"20,562",
"Sat, Jan 2, 2016",8:30p,New Orleans Pelicans,105,Dallas Mavericks,98,,"20,152",
"Sat, Jan 2, 2016",10:30p,Denver Nuggets,108,Golden State Warriors,111,OT,"19,596",
"Sat, Jan 2, 2016",7:00p,Detroit Pistons,82,Indiana Pacers,94,,"18,165",
"Sat, Jan 2, 2016",10:30p,Philadelphia 76ers,99,Los Angeles Clippers,130,,"19,212",
"Sat, Jan 2, 2016",8:00p,Milwaukee Bucks,95,Minnesota Timberwolves,85,,"14,107",
"Sat, Jan 2, 2016",5:00p,Phoenix Suns,119,Sacramento Kings,142,,"17,317",
"Sat, Jan 2, 2016",8:30p,Houston Rockets,103,San Antonio Spurs,121,,"18,652",
"Sat, Jan 2, 2016",9:00p,Memphis Grizzlies,87,Utah Jazz,92,OT,"18,455",
"Sun, Jan 3, 2016",9:00p,Portland Trail Blazers,112,Denver Nuggets,106,,"11,883",
"Sun, Jan 3, 2016",9:30p,Phoenix Suns,77,Los Angeles Lakers,97,,"18,997",
"Sun, Jan 3, 2016",3:30p,Atlanta Hawks,97,New York Knicks,111,,"19,812",
"Sun, Jan 3, 2016",3:30p,Chicago Bulls,115,Toronto Raptors,113,,"19,800",
"Sun, Jan 3, 2016",6:00p,Miami Heat,97,Washington Wizards,75,,"17,793",
"Mon, Jan 4, 2016",7:30p,Boston Celtics,103,Brooklyn Nets,94,,"15,448",
"Mon, Jan 4, 2016",7:00p,Toronto Raptors,100,Cleveland Cavaliers,122,,"20,562",
"Mon, Jan 4, 2016",7:30p,Orlando Magic,89,Detroit Pistons,115,,"14,301",
"Mon, Jan 4, 2016",10:30p,Charlotte Hornets,101,Golden State Warriors,111,,"19,596",
"Mon, Jan 4, 2016",7:30p,Indiana Pacers,100,Miami Heat,103,OT,"19,874",
"Mon, Jan 4, 2016",8:00p,San Antonio Spurs,123,Milwaukee Bucks,98,,"14,718",
"Mon, Jan 4, 2016",8:00p,Sacramento Kings,116,Oklahoma City Thunder,104,,"18,203",
"Mon, Jan 4, 2016",7:00p,Minnesota Timberwolves,99,Philadelphia 76ers,109,,"14,013",
"Mon, Jan 4, 2016",10:00p,Memphis Grizzlies,91,Portland Trail Blazers,78,,"18,832",
"Mon, Jan 4, 2016",9:00p,Houston Rockets,93,Utah Jazz,91,,"17,912",
"Tue, Jan 5, 2016",8:00p,New York Knicks,107,Atlanta Hawks,101,,"15,082",
"Tue, Jan 5, 2016",8:00p,Milwaukee Bucks,106,Chicago Bulls,117,,"21,686",
"Tue, Jan 5, 2016",8:30p,Sacramento Kings,116,Dallas Mavericks,117,2OT,"20,059",
"Tue, Jan 5, 2016",10:30p,Golden State Warriors,109,Los Angeles Lakers,88,,"18,997",
"Wed, Jan 6, 2016",7:30p,Detroit Pistons,99,Boston Celtics,94,,"18,624",
"Wed, Jan 6, 2016",7:30p,Toronto Raptors,91,Brooklyn Nets,74,,"14,544",
"Wed, Jan 6, 2016",7:00p,New York Knicks,98,Miami Heat,90,,"19,987",
"Wed, Jan 6, 2016",8:00p,Denver Nuggets,78,Minnesota Timberwolves,74,,"12,059",
"Wed, Jan 6, 2016",8:00p,Dallas Mavericks,100,New Orleans Pelicans,91,,"15,255",
"Wed, Jan 6, 2016",9:30p,Memphis Grizzlies,94,Oklahoma City Thunder,112,,"18,203",
"Wed, Jan 6, 2016",7:00p,Indiana Pacers,95,Orlando Magic,86,,"18,846",
"Wed, Jan 6, 2016",9:00p,Charlotte Hornets,102,Phoenix Suns,111,,"16,910",
"Wed, Jan 6, 2016",10:00p,Los Angeles Clippers,109,Portland Trail Blazers,98,,"18,598",
"Wed, Jan 6, 2016",8:30p,Utah Jazz,98,San Antonio Spurs,123,,"18,418",
"Wed, Jan 6, 2016",7:00p,Cleveland Cavaliers,121,Washington Wizards,115,,"20,356",
"Thu, Jan 7, 2016",8:00p,Boston Celtics,92,Chicago Bulls,101,,"21,497",
"Thu, Jan 7, 2016",8:00p,Utah Jazz,94,Houston Rockets,103,,"18,155",
"Thu, Jan 7, 2016",7:00p,Atlanta Hawks,126,Philadelphia 76ers,98,,"12,611",
"Thu, Jan 7, 2016",10:30p,Los Angeles Lakers,115,Sacramento Kings,118,,"17,386",
"Fri, Jan 8, 2016",7:30p,Orlando Magic,83,Brooklyn Nets,77,,"13,907",
"Fri, Jan 8, 2016",10:30p,Oklahoma City Thunder,117,Los Angeles Lakers,113,,"18,997",
"Fri, Jan 8, 2016",8:00p,Denver Nuggets,84,Memphis Grizzlies,91,,"17,499",
"Fri, Jan 8, 2016",8:00p,Dallas Mavericks,95,Milwaukee Bucks,96,,"16,409",
"Fri, Jan 8, 2016",8:00p,Cleveland Cavaliers,125,Minnesota Timberwolves,99,,"16,768",
"Fri, Jan 8, 2016",8:00p,Indiana Pacers,91,New Orleans Pelicans,86,,"16,895",
"Fri, Jan 8, 2016",9:30p,Miami Heat,103,Phoenix Suns,95,,"16,866",
"Fri, Jan 8, 2016",10:00p,Golden State Warriors,128,Portland Trail Blazers,108,,"20,035",
